174.384074941452,244.790398126464
184.576112412178,235.235362997658
194.768149882904,219.947306791569
197.953161592506,207.844262295082
199.864168618267,202.111241217799
182.028103044496,179.816159250585
146.355971896955,138.411007025761
148.903981264637,112.293911007026
138.711943793911,95.731850117096
148.266978922717,83.6288056206089
166.740046838407,90.635831381733
155.911007025761,100.190866510539
159.096018735363,107.834894613583
158.459016393443,134.588992974239
196.679156908665,175.357142857143
242.543325526932,190.645199063232
251.461358313817,162.617096018735
246.365339578454,156.884074941452
234.899297423888,160.706088992974
223.433255269321,163.891100702576
217.063231850117,165.165105386417
218.337236533958,161.343091334895
222.15925058548,160.069086651054
246.365339578454,150.514051522248
248.276346604215,140.322014051522
245.728337236534,130.129976580796
254.646370023419,133.314988290398
254.009367681499,138.411007025761
254.009367681499,146.055035128806
253.372365339578,149.877049180328
255.92037470726,152.425058548009
259.105386416862,142.870023419204
261.016393442623,133.314988290398
266.112412177986,126.307962529274
266.749414519906,122.485948477752
232.988290398126,100.190866510539
215.152224824356,100.190866510539
195.405152224824,100.190866510539
220.248243559719,112.293911007026
217.063231850117,100.827868852459
232.988290398126,101.464871194379
232.988290398126,90.635831381733
203.049180327869,75.347775175644
194.768149882904,59.4227166276346
185.850117096019,53.0526932084309
176.932084309133,44.771662763466
135.526932084309,44.1346604215456
157.185011709602,65.155737704918
125.334894613583,54.963700234192
105.587822014052,61.9707259953161
90.2997658079625,70.251756440281
80.7447306791569,76.6217798594847
108.772833723653,81.7177985948477
70.5526932084309,103.37587822014
60.3606557377049,122.485948477752
53.3536299765808,140.959016393443
50.1686182669789,156.247072599532
59.7236533957845,168.987119437939
82.655737704918,190.645199063232
80.1077283372365,172.809133489461
79.4707259953161,149.877049180328
104.313817330211,120.574941451991
92.847775175644,152.425058548009
107.498829039813,200.200234192037
124.060889929742,218.036299765808
137.43793911007,230.139344262295
148.903981264637,246.701405152225
152.088992974239,234.598360655738
154,221.85831381733
154,214.851288056206
134.889929742389,174.083138173302
143.170960187354,184.275175644028
152.088992974239,197.015222482436
158.459016393443,205.933255269321
168.014051522248,222.495316159251
171.83606557377,237.146370023419
174.384074941452,247.975409836066
